Id	rnase0	rnase1	rnase2	rnase3	rnase4	rnase5
Slc19a1	1	9	68	50	38	43
Soat2	0	0	1	0	0	0
Pdgfc	0	3	14	25	17	17
Gpr1	0	1	7	3	5	1
Vmn1r207-ps	0	0	0	0	0	0
Phyhd1	0	3	33	23	30	25
Dnd1	0	3	5	2	3	4
Sema6c	2	7	47	25	22	28
Cygb	1	33	181	185	191	186
Grin2d	0	28	145	57	51	59
Vmn1r13	0	0	0	0	0	0
Nup88	2	23	227	167	199	187
Nuak1	0	23	156	138	155	155
A830010M20Rik	10	83	730	756	1063	1006
Speer4e	0	0	0	0	0	0
Serpinh1	8	42	302	272	160	141
Gabrg1	4	22	165	149	205	196
Pla2g2e	0	0	0	0	0	0
Gm11554	0	0	0	0	0	0
F830016B08Rik	0	0	0	1	1	0
Clcn6	7	38	333	283	290	246
Slc16a2	10	78	572	348	356	314
Zpbp2	0	0	0	0	0	1
Arid2	6	20	213	144	176	187
Olfr69	0	0	0	0	0	0
Adnp	16	51	442	413	525	469
Pax6	0	5	17	10	28	28
Ccdc77	0	1	4	2	6	5
Slc25a4	47	473	4341	3669	3570	3351
Faxc	1	12	76	56	62	76
Pycard	0	1	8	10	9	15
Oas2	0	1	0	1	1	1
Kmt2a	5	16	154	70	68	49
Ranbp3l	0	1	36	25	37	24
BC107364	0	0	0	0	1	1
Kif23	0	1	3	2	1	1
Itgb3	0	2	14	8	5	7
Bod1	11	22	157	157	118	134
Fabp3	3	40	323	251	298	335
Mro	0	1	37	48	68	54
Triml1	0	0	0	0	0	0
Nat8l	4	111	842	424	352	246
Piwil1	0	0	0	0	3	0
Pfn4	1	1	6	12	17	14
Klhl23	5	17	208	180	208	193
Dusp14	2	11	91	65	68	64
Olfr275	0	0	0	0	0	0
Bcdin3d	2	3	16	13	20	16
Ubqln3	0	0	0	0	0	0
Psg17	0	0	0	0	0	0
Tmem132d	0	6	35	18	26	22
Actrt3	0	1	3	1	3	0
Rfpl4	0	0	0	0	0	0
Dzip1l	2	3	17	18	12	8
Apol10b	0	0	0	0	0	0
Gucd1	0	0	15	10	10	6
Slc13a4	0	11	58	36	38	45
Pim1	1	1	12	17	5	9
4930550L24Rik	0	0	1	0	0	0
Ptges2	3	25	170	78	90	63
Myl6	26	102	1115	1284	1470	1434
Cryab	18	57	358	224	258	234
Sypl	4	29	321	260	262	247
Acot13	7	30	359	357	432	428
Speer4f	0	0	0	0	0	0
Padi2	2	21	197	144	160	127
Stx11	0	0	0	0	0	0
Adrbk1	17	103	475	395	396	425
Tmem223	14	48	321	233	202	137
Prl2c1	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0
Senp8	1	2	21	22	19	16
Phkg2	3	11	102	80	89	95
Irf2bp2	4	79	440	256	240	182
Vmn2r38	0	0	0	0	0	0
Ide	5	21	209	219	248	264
2410015M20Rik	4	22	225	205	227	201
Rpl4	95	163	1397	1338	1761	1449
Olfr107	0	0	0	0	0	0
Il15	1	1	1	1	1	2
Nudt7	0	4	27	30	31	25
Srm	7	28	260	170	163	154
Ube2n	9	55	669	647	886	866
Nsfl1c	7	38	365	289	457	448
Dact3	9	87	337	127	93	65
Olfr829	0	0	0	0	0	0
Ahcyl1	35	157	1257	1086	1368	1395
Nlrp4a	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0
Tmub2	9	51	520	262	313	262
Hdac2	8	43	358	350	416	366
4930451I11Rik	0	0	0	0	0	0
Gm6588	0	0	0	0	0	0
Hnrnph3	0	4	81	132	125	110
Apoc3	0	0	0	0	1	0
Gm6537	0	1	1	0	0	0
Flt3	0	4	30	24	40	45
Gpatch1	1	7	34	48	60	55
Rgs21	0	0	0	0	0	0
Cstf3	4	12	160	169	209	197
Zfp563	0	6	48	43	45	59
C9	0	0	0	0	0	0
Tsc22d2	5	43	288	223	171	199
Col15a1	1	8	23	19	21	14
Zfp644	31	56	188	185	264	250
Tsen2	1	4	66	41	55	67
Zdhhc14	7	21	141	116	94	116
Appbp2	9	57	559	469	534	583
Naip2	0	1	5	1	7	6
Olfr310	0	0	0	0	0	0
2700097O09Rik	1	2	17	11	19	16
Sun5	0	0	0	0	0	0
Tmem120b	1	2	24	23	28	30
Akap3	0	1	0	1	0	0
Syndig1l	0	3	9	4	8	5
4930503E14Rik	0	0	0	0	0	0
Epc1	6	13	45	34	50	53
Sptan1	70	399	3254	2273	2940	3947
Ctag2	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0
Lactb2	0	4	58	67	71	70
Zfp180	5	14	43	47	50	56
Pou3f1	6	63	370	225	153	135
Rbm39	19	60	495	536	745	712
Bricd5	0	0	3	3	1	1
Etv1	13	44	544	489	646	591
Nfatc4	0	0	4	5	2	1
Fn3krp	4	11	166	170	190	201
Zfp639	4	13	65	54	71	64
Tyk2	2	3	23	11	10	9
Pkp2	0	18	104	63	71	40
Tram1	17	24	149	120	108	127
Mdk	2	9	73	74	52	35
2700094K13Rik	3	6	21	29	41	21
Cdk18	2	17	109	74	68	79
Esrra	2	20	121	102	126	91
Gpr52	0	5	3	3	6	4
Gm6086	0	0	0	0	0	0
Inpp5j	9	46	444	289	246	234
E330017A01Rik	0	0	0	0	0	0
Manea	5	18	151	145	135	158
Cdk2ap2	3	9	103	58	60	52
Mmp28	0	0	5	6	4	5
Bccip	3	5	45	71	83	67
Nelfcd	3	27	239	219	208	180
Supt4a	0	5	64	92	105	107
Rab3gap2	7	36	321	288	337	311
Fermt1	0	1	4	4	1	4
Srpk2	19	80	592	607	722	736
Prrx1	2	2	16	19	18	13
Zfp383	0	1	19	12	24	14
Prl8a9	0	0	0	0	0	0
Kctd9	0	1	14	14	18	25
Zfp566	1	0	8	3	2	6
Egln1	8	21	121	76	75	84
Lancl2	5	39	369	295	376	350
Ybx3	4	27	172	123	145	145
Tomm20l	0	0	0	0	0	0
Mmp11	1	0	7	8	3	4
Dnlz	7	14	77	46	55	61
Tor2a	6	17	98	59	48	52
Tpx2	0	2	4	9	12	16
Tmem248	3	13	124	105	105	100
Ftsj2	0	5	42	44	35	40
Npnt	5	9	138	111	143	130
Wdr45	9	14	173	137	123	132
Dnpep	0	12	150	109	91	92
BC030336	11	16	84	69	77	66
Pdgfrb	3	14	153	111	113	105
Amfr	34	172	1178	812	712	727
Hypk	3	5	72	124	191	194
Slc45a3	0	1	9	5	5	5
Gm11127	0	0	1	0	0	0
Iffo1	3	29	100	60	53	41
Krt79	0	0	1	1	2	1
Stau1	6	22	184	165	225	164
Mphosph9	0	1	22	17	9	14
Pla2g5	1	3	6	6	5	4
Ifna13	0	0	0	0	0	0
Cpeb2	5	53	319	195	216	213
Poln	0	0	1	3	0	0
Olfr747	0	0	0	0	0	0
Hid1	6	62	597	349	381	342
Stard8	1	4	15	2	13	8
Prdm5	0	3	6	16	23	22
Eme2	3	7	45	35	39	39
Hsf2bp	0	0	0	1	5	0
Zfp148	18	51	380	320	483	479
Tcf4	36	222	1628	1246	1420	1319
Neurod2	15	154	771	400	342	283
1700123K08Rik	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	1
Cd6	0	0	3	2	1	3
Nrg3	9	23	150	101	125	115
2610015P09Rik	0	1	12	3	12	7
Rhox4d	0	0	0	0	0	0
Calml3	0	0	0	1	0	0
Aup1	11	28	171	110	97	79
Fzd3	15	22	199	179	156	183
Ltbp4	2	18	132	69	87	58
Stau2	15	30	239	226	353	286
Krtap5-4	0	0	0	0	0	0
Atp6v1d	15	86	913	958	1294	1289
Hus1	0	2	12	11	17	16
Vmn2r109	0	0	0	0	0	0
Fcgbp	0	0	1	0	1	1
Tigd4	0	0	0	0	1	0
Chchd10	30	411	3088	1172	1056	931
B930041F14Rik	0	13	77	48	25	28
E230019M04Rik	0	1	0	2	0	0
Gje1	0	0	0	0	0	0
Sos2	5	18	64	43	69	78
Rtn4ip1	0	3	34	44	46	41
Atpaf2	2	11	98	43	49	61
Acadvl	4	19	145	149	192	145
Ect2	0	0	5	3	3	6
Epha7	23	85	853	754	954	1052
Clec2e	0	0	0	0	0	0
Ewsr1	18	86	623	409	402	322
Taar8b	0	0	0	0	0	0
Ccr7	0	0	0	0	0	0
Uqcrc2	22	103	1276	1202	1533	1447
Olfr1342	0	0	3	2	1	1
Mier3	1	5	75	98	115	114
Itgae	1	0	2	0	0	1
Jrk	1	8	44	31	32	28
Ntmt1	1	19	152	92	80	77
Ltb4r2	0	1	2	0	2	1
Gulp1	2	3	30	27	33	27
Igflr1	0	0	0	0	0	0
Atp2b1	88	411	3942	3780	4353	4464
Zbtb26	2	4	10	12	14	14
4930568D16Rik	0	0	0	0	0	0
Etnk2	0	2	4	1	4	5
Phox2a	0	0	0	0	0	0
Olfr912	0	0	0	0	0	0
Smyd4	3	8	51	49	44	38
Kif20a	0	0	9	7	8	3
Gpx5	0	0	0	0	0	0
Dynll1	53	216	1815	1469	2204	1845
Sntn	0	0	5	6	7	5
Mtcl1	1	13	47	27	35	25
Ssbp2	13	46	389	269	238	231
Rtn4	148	718	6912	5314	6053	8229
Snrpd2	3	16	270	266	426	391
Cep170	12	52	437	425	583	576
Fhl1	11	44	420	352	469	431
Gjc3	4	29	167	97	115	95
BC117090	0	0	0	0	0	0
Mxd4	2	25	132	91	119	85
Acrv1	0	0	0	0	0	0
Rhou	1	8	77	55	45	39
Crtc1	3	114	838	418	529	415
Trim12a	0	0	4	5	6	5
Xcr1	0	0	0	0	0	0
Sacm1l	10	32	338	316	382	370
A730017C20Rik	5	14	191	150	247	258
Gas2l3	0	0	2	4	2	1
Hook1	1	6	52	59	83	96
Sh2d1b1	0	0	2	0	0	0
Scaper	2	9	67	69	74	84
Mre11a	1	1	21	23	35	27
Dppa1	0	0	0	0	0	0
Rnasel	0	1	14	9	10	18
Zfp2	1	2	21	32	38	26
Pmpcb	7	17	185	168	189	201
Cela3a	0	0	0	0	0	0
Gpr123	2	21	166	104	76	69
Trim71	0	1	5	4	0	1
Cdh4	0	7	64	44	56	55
Rasgrf2	3	12	91	67	86	82
Scn3b	6	49	569	559	735	648
Atp1b3	16	49	576	480	590	562
Vmn2r29	0	0	0	0	0	0
Strip2	6	19	147	153	219	218
Kctd1	4	44	159	124	139	100
Ceacam2	0	0	1	1	0	1
Psme1	4	17	220	220	215	205
Mapk8ip3	8	88	443	367	389	337
Neu4	1	7	56	32	33	25
Intu	0	3	13	8	24	17
Dlx4	0	0	2	0	0	0
Sash3	0	0	5	5	7	5
Zbtb39	0	4	29	14	14	18
Mkrn2os	0	1	0	1	0	0
Dnajc30	8	38	201	116	115	92
Abcc2	0	0	1	0	0	0
Pcdhb4	0	7	50	40	44	34
Isx	0	0	1	0	0	0
Ugt2b38	0	0	0	0	0	0
Hnrnpm	6	50	503	410	407	387
Scd4	0	2	4	4	10	10
Opa3	2	13	70	56	78	59
Ndufa7	12	49	580	339	428	333
Gpn1	3	10	94	91	111	86
Xab2	4	13	147	98	121	91
Vmn2r22	0	0	0	0	0	0
March2	9	19	82	58	62	54
Olfr433	0	0	0	0	0	0
Zfp72	1	1	5	2	6	7
Triobp	3	4	29	24	17	13
Axin2	1	10	44	32	28	28
Wrnip1	10	45	347	234	267	206
Actn2	0	4	16	13	16	23
Cox19	5	2	55	91	129	121
B3gnt7	0	0	12	10	4	4
Gpr19	2	7	51	36	35	36
Tlcd2	0	4	4	4	2	3
Htr3b	0	0	0	0	0	0
Oplah	4	16	115	62	63	59
Cetn3	4	12	100	152	242	237
Cap1	29	189	1938	1711	1881	1840
Pard3	0	4	32	33	53	50
Olfr1339	0	0	0	0	0	0
Stub1	19	75	496	369	428	387
Mroh8	0	4	21	13	27	14
Nol12	0	6	38	24	32	44
Tmem109	3	26	305	204	211	159
Ppp3r1	46	304	3566	4533	5959	5796
Gm9573	0	0	0	0	0	0
Ctcf	7	23	244	231	343	368
Cdrt4	0	1	0	1	0	1
BC051142	0	0	0	2	0	0
Snapc5	2	2	55	75	64	63
Cry1	1	3	49	48	63	62
Olfr635	0	0	0	0	0	0
1700017D01Rik	0	0	0	0	0	0
Trp53rk	0	1	1	2	3	0
Parg	10	16	137	108	177	168
L3hypdh	0	2	13	8	3	2
Tcl1b3	0	0	0	0	0	0
Mfsd11	4	15	131	101	113	91
Zfp874b	1	0	17	19	26	29
C1d	8	21	156	205	269	316
Tmem98	1	8	57	58	48	47
Prodh	0	14	91	70	68	60
Fam69b	9	46	286	181	197	152
Zfp687	3	29	158	98	92	107
Zfp101	0	2	20	24	32	40
Sycn	0	0	0	0	0	0
Grxcr2	0	0	1	1	0	0
Pgk2	0	0	0	0	0	0
Wdr26	14	66	534	446	508	442
Pth1r	3	3	20	8	4	12
Elp5	12	19	133	118	110	125
Mettl14	1	7	82	76	106	82
Emr1	6	8	45	33	33	27
Gnai3	2	10	100	133	150	161
Baiap2l2	0	0	5	5	5	5
Ifnz	0	0	0	0	0	0
Gm4906	0	0	0	0	0	0
Llgl1	3	23	170	126	101	99
Ash1l	33	72	224	203	254	262
Klhl12	2	9	90	114	121	143
Dsc3	0	1	15	14	15	15
Hist1h3d	2	5	39	21	22	13
Rpusd3	1	7	62	39	26	28
Mid2	2	10	62	52	61	65
Prkar1b	22	198	1515	1467	1736	1553
Esp16	0	0	0	0	0	0
Vmn2r102	0	0	0	0	0	0
Riiad1	1	1	8	14	13	16
Mapk15	0	1	5	5	3	3
Bcl2l15	0	0	1	0	0	0
Acot11	3	18	205	135	112	132
Fbxo16	1	3	17	23	13	19
Mta3	6	37	280	191	256	207
Helq	0	1	7	7	9	9
Pknox2	2	10	101	64	68	66
Npc2	1	21	265	223	302	256
Daam1	11	18	184	160	184	168
Gm6880	0	0	0	0	0	0
Siah1b	1	2	12	10	12	10
Myom1	0	0	0	0	1	0
Cobl	0	12	62	80	74	96
Apln	0	2	13	22	28	29
Fbxo11	16	51	539	522	641	594
Gng8	0	0	1	0	0	0
Fat4	12	45	358	269	343	319
Idh3a	19	131	1295	1250	1358	1265
Kcnj16	1	6	77	80	83	81
Cd209f	0	0	0	0	0	0
4933427D14Rik	1	4	17	11	18	10
Rgs3	2	8	64	64	62	67
Laptm4b	9	73	888	553	495	462
Gimap9	0	0	1	1	0	1
Olfr135	0	0	0	0	0	0
Fam57a	0	3	50	37	28	27
Gm5634	0	0	0	0	0	0
Slc30a3	8	51	467	239	180	191
Sec61b	5	26	198	151	142	94
Gm20806	0	0	0	0	0	0
Pikfyve	10	23	190	213	195	218
Olfr1154	0	0	0	0	0	0
Fance	2	8	40	42	28	21
Glrx5	4	16	156	125	135	123
Kcnk7	0	0	0	0	0	0
Timmdc1	1	5	65	66	87	56
Calr4	0	0	1	1	1	0
Ecm1	2	3	40	23	29	27
Extl3	2	34	133	99	78	60
Pten	18	36	260	298	331	327
Znf512b	4	13	171	95	116	89
Clspn	0	0	6	5	5	12
Cs	21	159	1456	1068	1292	1116
Vwa2	0	0	0	0	0	2
Crisp3	0	0	0	0	0	0
Chrnb2	4	33	233	138	124	132
Slc25a23	45	154	343	228	239	255
Orai1	2	16	127	71	64	56
Kif16b	0	2	24	15	30	25
Havcr1	0	0	0	0	0	0
Pparg	0	0	0	2	1	3
Itga4	3	14	152	127	131	146
E130309D02Rik	0	11	78	40	37	42
Gm5901	0	0	0	0	0	0
Colgalt2	1	3	28	29	25	22
Snx17	3	29	277	247	269	272
AU018091	0	0	0	0	0	0
Tmem27	0	0	2	2	1	2
Lin7c	5	19	238	288	329	316
Masp2	1	2	2	0	0	0
C1qc	6	31	309	181	174	129
Cited1	1	4	16	13	10	9
Acot7	26	203	2117	1559	1995	1710
Zfp93	0	1	19	18	12	8
Slc9a4	1	12	129	95	78	75
Sesn1	3	15	137	105	142	103
Nxf3	0	0	0	0	0	0
Rell2	6	19	89	43	39	41
Zfp395	1	1	34	31	21	15
Adcy6	6	25	126	72	73	79
Tspan9	2	24	159	103	118	95
Fam217b	4	15	69	56	65	59
Fam189a1	7	29	222	115	79	64
Olfr19	0	0	0	0	0	0
Lrp5	0	4	28	16	31	15
Insig1	17	42	443	237	225	170
Tmie	1	1	7	4	4	3
Rbmx2	0	1	11	16	20	20
Rpp25	0	3	38	19	20	11
Grap	1	1	11	12	8	4
Lax1	0	0	1	0	0	0
Kat5	6	19	182	134	159	154
Atxn7l1	3	12	112	96	123	147
Sema4f	6	21	160	134	131	96
Olfr12	0	0	0	0	0	0
Aatk	24	150	1161	676	656	566
Elovl5	11	49	455	313	308	348
Zkscan5	1	5	12	13	10	15
Pstpip2	2	4	22	29	40	30
Cecr5	2	5	27	20	26	19
Ccdc150	0	0	0	0	0	0
Thy1	38	321	3614	2939	3969	3559
Gml	0	0	0	0	0	0
Nqo1	1	4	25	30	43	36
Tspan33	2	13	157	141	106	105
S100a10	3	8	104	100	132	114
Fam20a	1	12	67	43	55	46
Tmem120a	0	5	54	40	45	65
Tmem167b	0	5	88	61	81	76
Pmaip1	1	0	0	0	2	3
Rasgrp3	1	1	9	3	11	8
2310022A10Rik	3	15	84	87	94	57
Ggt5	0	2	20	9	12	18
Shb	0	6	50	34	30	25
Brd3	5	24	131	99	130	135
Trmt112	5	13	152	140	141	94
Lrfn2	2	22	139	127	79	91
Fcrl1	0	0	2	1	1	1
Prr3	2	9	107	76	79	57
Csf2ra	1	3	36	21	20	13
Krt26	0	0	0	0	0	1
Tpgs2	8	26	207	132	177	176
Dhx16	3	10	51	42	46	29
Wbp5	2	3	79	163	204	178
Psmb4	16	101	769	609	674	643
Casc4	13	28	256	228	257	245
Dock1	4	19	107	100	133	148
Olfr1184	0	0	0	0	0	0
Ntn4	1	2	37	22	33	24
Ebf1	0	0	6	3	2	2
Tfrc	17	62	531	587	662	727
Ddx54	3	40	217	161	152	141
Tsga8	0	0	0	0	0	0
Fan1	1	4	33	48	37	46
Ube2dnl1	0	0	0	0	0	0
Rwdd3	0	2	21	27	34	21
Tspo	1	6	51	14	21	18
Mfsd5	3	28	174	131	93	82
Cyyr1	0	0	0	1	2	3
Met	0	5	51	54	52	51
Dnal1	3	21	204	295	406	382
Ubxn1	7	45	327	216	271	227
Gm1527	0	0	0	0	0	0
Clec18a	1	1	8	8	13	5
Hsd17b7	1	2	48	55	77	73
BC080695	0	0	0	0	0	0
Apaf1	2	5	57	39	71	45
Ralgapa2	2	8	35	34	43	42
Car6	0	0	0	0	0	0
Snx29	4	10	45	44	49	40
Eci3	0	0	4	1	8	6
Mttp	1	0	24	24	18	24
Fam154b	0	2	2	5	7	4
Spag7	5	46	337	264	321	318
Cyp2b19	0	0	0	0	0	0
Gvin1	1	0	0	0	1	0
Capn13	0	0	0	0	0	0
P2ry14	0	1	7	5	2	7
Rbp3	0	0	1	1	1	1
Emp1	0	0	16	12	10	3
Psmd1	17	61	695	675	779	775
Mgrn1	8	81	719	589	607	530
Tnfrsf19	3	21	207	170	199	152
4931409K22Rik	0	0	0	0	0	0
Ccdc73	3	3	5	1	0	3
Adamts14	0	0	7	6	5	5
Wipi1	2	5	40	54	55	37
Scube3	0	6	35	47	18	26
Mrpl55	3	22	165	104	103	116
Gm1123	0	0	1	1	1	0
Vps37d	3	11	57	38	34	26
Fam155a	4	37	179	100	125	118
Hist2h3c1	0	0	0	1	0	0
Plcd1	2	6	43	29	46	27
AA987161	0	0	16	21	19	24
Clca4a	0	0	0	0	0	0
Bpifb9a	0	0	0	0	0	0
Thrap3	13	69	583	505	671	592
Thg1l	1	2	19	21	32	15
Taf3	1	7	51	36	45	55
Abhd16b	0	0	0	0	0	0
Fam43a	0	8	40	27	20	17
Hvcn1	1	2	9	12	10	11
Galnt10	0	6	19	21	13	9
Dnajc2	6	8	77	98	151	149
Smc3	6	15	128	149	222	236
Hepacam2	0	0	0	1	0	0
Sbspon	0	0	7	7	3	3
Wdr72	1	6	8	12	16	8
Hist1h2ba	0	4	34	19	27	11
Slamf7	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0
4933427G17Rik	1	6	31	13	16	20
Hdac1	2	9	104	118	112	110
Abo	0	0	0	0	0	0
Dynlrb1	3	48	462	442	619	563
Erich3	0	4	9	18	12	11
Olfr585	0	0	0	0	0	0
Manba	2	5	58	46	50	85
Ercc8	2	4	8	11	21	9
Atp6v0e	5	27	185	127	125	109
Fbxw17	0	2	36	18	19	20
Rpl22l1	8	10	93	107	160	156
Ttll8	0	0	0	2	0	1
Pde4b	4	24	262	239	265	262
Sap18	9	61	544	547	671	599
Rnmtl1	0	8	44	47	42	33
Dhx15	14	32	316	311	377	403
Thoc5	2	8	130	112	107	121
Gstm1	11	34	556	562	674	633
Mcoln3	0	0	0	0	0	0
Adam20	0	0	0	0	0	0
Mylk	3	8	26	9	29	26
Cox14	4	21	257	215	192	151
Vps52	3	51	438	371	397	330
Ate1	11	28	267	243	319	253
Mvd	1	12	119	88	80	76
Inpp5e	1	8	57	40	44	35
Sox30	0	1	0	1	1	3
Ifi44l	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0
Zfp239	0	1	7	11	15	13
Snx6	2	15	116	141	194	163
Phyhip	29	364	2544	1655	2021	1639
Olfr873	0	0	0	0	0	0
Rcn1	1	3	55	92	50	49
D2hgdh	1	10	43	48	46	37
Tas1r3	0	0	0	0	0	1
Rfx1	1	12	113	60	78	55
Ifi203	1	0	12	10	15	19
Aldh6a1	9	46	399	306	367	345
Apoh	0	1	6	1	3	1
Zfp280c	2	5	49	35	61	70
Pik3r3	2	9	106	95	127	131
Syde2	0	3	15	9	9	5
Emg1	9	10	48	64	102	66
Cadm3	68	248	2707	2165	2695	2423
Rab26	3	15	78	60	62	78
Pign	3	7	40	45	46	39
Zdhhc25	0	0	0	0	0	0
Rps21	55	90	1088	743	711	536
Zfp329	1	8	39	47	72	65
4933411K16Rik	0	0	0	0	0	0
Arl16	1	5	50	49	46	49
Prdx6	18	68	901	708	842	802
Fbxw10	0	0	2	0	3	1
Gabrb3	33	173	1130	869	1053	978
Gjd2	0	1	16	7	17	11
Bex2	5	50	518	449	627	568
Slitrk3	16	74	543	497	596	616
Txn1	3	27	283	379	474	442
Ndufb2	12	89	770	560	650	500
Pgbd1	0	0	1	1	3	3
Crlf2	1	11	32	18	24	11
Preb	3	22	105	76	121	61
Arhgap22	1	3	11	6	4	5
Uqcc2	17	29	200	237	313	298
Olfr986	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0
Mgat4e	0	0	0	0	0	0
Arid1b	13	85	559	359	337	330
Csnk1a1	17	96	1167	1151	1528	1334
Map7d2	15	63	415	486	722	653
Prf1	0	0	0	0	0	0
Xkrx	0	1	0	0	1	2
Aoc3	0	0	12	2	3	3
Grip1	2	14	77	64	100	81
Srsf5	14	64	595	758	912	772
Usp4	5	30	220	187	188	195
Vmn2r6	0	0	0	0	0	0
Nkapl	0	2	5	2	4	4
Eif3e	28	48	487	402	461	495
Lgi4	4	22	123	74	77	62
Sox6	1	6	54	46	54	52
Yme1l1	17	41	515	501	638	649
Cts3	0	0	0	0	0	0
B4galnt2	0	0	1	0	1	0
Tssk5	0	0	0	0	0	0
Pdpn	2	1	41	45	56	63
Rfc3	1	2	18	21	14	15
Plch2	6	28	188	121	138	122
Aim2	1	1	3	4	1	5
Sptssa	1	6	56	52	51	44
Dsg2	4	5	28	22	26	30
Serpinb3d	0	0	0	0	0	0
Unc45b	0	0	5	1	1	2
Mcpt4	0	0	0	0	0	0
Tlr7	1	1	21	22	24	21
Dclre1a	1	0	7	6	11	11
Bhlhe41	3	20	160	89	83	74
Tmed6	0	0	0	0	0	0
Zfp963	0	1	1	2	5	8
Luc7l	5	23	208	174	229	215
Olfr450	0	0	0	0	0	0
Bard1	0	1	7	5	5	6
Gtf2e1	1	6	56	55	76	77
Cnbp	17	110	1120	1265	1443	1252
C1rb	0	0	0	0	0	0
Fgf13	19	51	687	598	810	802
Gm773	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0
Ccdc149	2	10	66	74	66	69
Ublcp1	2	19	188	236	317	327
Olfr1055	0	0	0	0	0	0
1810011H11Rik	0	0	2	0	1	1
Dcpp3	0	0	0	0	0	0
Nt5c1b	0	0	0	0	0	0
Eny2	0	6	61	143	232	215
Gm10408	0	0	0	2	0	0
Fam181b	1	17	101	72	45	52
Fbxw5	7	40	138	78	99	80
Ccdc89	0	0	1	4	4	4
Nr2f6	3	20	88	47	35	19
Pnmal1	6	75	557	486	581	569
Atp1b4	0	0	0	0	0	0
Hcrtr2	0	2	23	15	7	20
Slc41a2	2	5	89	89	74	87
Casq1	1	0	1	3	1	2
Fgfr1op	1	2	19	15	35	31
4931408C20Rik	0	0	0	0	0	0
Lurap1l	0	12	86	87	85	64
Speer2	0	0	0	0	0	0
Ak4	4	11	218	227	274	224
Gpr85	4	15	98	67	78	75
Sdha	23	100	1124	1121	1257	1140
Usp50	0	0	1	1	2	4
Ppp1r14a	3	22	150	93	105	82
Tgif2lx2	0	0	0	0	0	0
Gpnmb	1	3	18	20	13	30
Rin1	7	35	286	151	146	106
Slc25a51	6	26	116	103	146	119
Lgals3	0	0	24	9	24	10
1700034E13Rik	0	0	0	0	0	0
Pde9a	1	6	41	42	44	43
Cycs	8	76	978	1155	1650	1507
Tnik	10	35	291	299	340	343
Use1	8	14	87	94	101	98
Phlpp1	8	116	756	542	555	539
Asz1	0	0	0	0	0	0
Asb13	4	24	246	134	138	112
Capn7	6	7	86	108	120	109
Cyp2j11	0	0	0	0	0	0
Htra2	0	18	89	66	57	49
Cnot6	8	12	40	35	31	28
Lrp6	6	25	101	76	100	101
Herc2	13	106	794	597	660	646
Tlx2	0	0	0	0	0	0
Slc2a7	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0
Olfr93	0	0	0	0	0	0
Ptpn2	0	3	38	42	61	57
Gpr98	2	4	38	33	28	26
Mogs	2	27	145	118	101	84
Myoz3	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0
Mrpl34	1	33	279	135	120	104
1700019G17Rik	1	2	25	17	15	21
Adrb2	0	0	1	2	3	2
Spata31d1a	0	0	0	0	0	0
BC048507	0	0	1	0	0	0
Gdpd5	0	11	61	47	23	30
Spast	8	21	128	122	127	117
Nutm1	0	0	0	0	0	0
Evl	8	27	132	112	139	129
Casp8ap2	1	8	21	30	32	40
Gpr150	0	5	26	18	13	12
Pdxk	8	41	407	288	319	303
Cdc42bpa	26	68	207	178	233	220
Samd12	2	5	34	51	69	49
Vwf	1	2	16	12	12	14
Rab39	0	0	2	1	3	1
Ice2	2	3	23	18	36	40
Tagln	1	0	2	12	3	6
Ankrd6	2	5	39	30	33	23
Tyro3	4	70	437	360	346	270
Ncaph2	6	30	178	162	200	176
Dnm1l	18	76	873	940	1104	1126
Ythdf3	8	33	356	276	337	305
Pdcd11	2	10	68	55	66	63
Igf1	0	1	25	13	19	10
Wdr20rt	0	0	0	0	0	0
Ccdc50	1	9	78	91	176	143
Ttc38	0	0	27	22	29	12
Trpc5	5	20	138	109	139	144
Lsm12	4	13	129	131	167	152
Myh10	11	54	398	465	578	550
Cysrt1	0	0	0	0	0	0
Bco1	0	0	0	0	2	0
Rnf216	5	18	187	180	260	221
AA415398	0	1	1	1	0	0
Fam180a	0	0	4	3	1	1
Spdef	0	0	0	0	0	0
Cpne4	8	48	439	397	521	489
Gfi1	0	0	0	0	0	0
Zfp747	0	1	9	8	7	1
Lce1m	0	0	0	0	0	0
Olfr463	0	0	0	0	0	0
Pard6b	0	2	21	11	13	17
Olfr714	0	0	0	0	0	0
Hiatl1	8	22	167	103	100	112
Hs6st3	2	17	137	105	95	95
Gtf2h5	2	18	200	212	286	297
Olfr901	0	0	0	0	0	0
Olfr657	0	0	0	0	0	0
Cd74	3	4	34	29	27	25
Vmn2r98	0	0	0	0	0	0
Tmprss2	0	0	1	0	0	0
Lpgat1	10	36	272	256	264	282
Stxbp6	8	30	278	258	368	375
